gauge_id,original_split,camelsh_huc02,state,gauge_name,drain_sqkm_attr,actual_valid_target_count,obs_years_usable,first_obs_year_usable,last_obs_year_usable,area,slope,aridity,snow_fraction,soil_depth,permeability,forest_fraction,baseflow_index
03021350,train,05,PA,"French Creek near Wattsburg, PA",239.6691,83890,31,1992,2024,239.6691,4.870461,1.16616668269054,0.146313113347784,56.95689,2.045517,0.44792883,38.19676
03022540,train,05,PA,"Woodcock Creek at Blooming Valley, PA",78.72031,27239,17,1992,2024,78.72031,3.725782,1.20206358552368,0.118752032004982,60.0,1.663982,0.63705171,38.73694
03026500,train,05,PA,"Sevenmile Run near Rasselas, PA",20.3058,85195,30,1992,2024,20.3058,7.044938,1.11244491245662,0.14591571963597,52.48599,4.093152,0.807951435,41.96521
03028000,train,05,PA,"West Branch Clarion River at Wilcox, PA",161.1102,80984,26,1992,2024,161.1102,10.7562,1.08265363732568,0.148140805301312,52.67649,3.846369,0.7755974000000001,42.8935
03031500,train,05,PA,"Allegheny River at Parker, PA",19836.96,87387,31,1992,2024,19836.96,9.315202,1.14306023489802,0.128108101175045,53.00908,2.940646,0.69071929,40.71448
03032500,train,05,PA,"Redbank Creek at St. Charles, PA",1376.622,81800,31,1992,2024,1376.622,9.426985,1.19969463030794,0.104876113282802,45.2989,2.367303,0.6453654400000001,39.53799
03034000,train,05,PA,"Mahoning Creek at Punxsutawney, PA",407.5902,86699,33,1992,2024,407.5902,9.956538,1.17774728312438,0.104809536758326,42.01223,2.426728,0.6700104299999999,39.62713
03034500,train,05,PA,"Little Mahoning Creek at McCormick, PA",226.0719,85432,33,1992,2024,226.0719,11.01357,1.11354447911886,0.110661354153455,39.0377,3.716901,0.6727112099999999,37.96907
03036000,train,05,PA,"Mahoning Creek at Mahoning Creek Dam, PA",890.7732,10818,15,2010,2024,890.7732,10.53718,1.15161037991044,0.106255026272896,40.67085,2.942904,0.66466614,38.35864
03036500,train,05,PA,"Allegheny River at Kittanning, PA",23225.2,95229,33,1992,2024,23225.2,9.531243,1.15239774975003,0.123052075113608,51.40327,2.917046,0.6871341099999999,40.37441
03038000,train,05,PA,"Crooked Creek at Idaho, PA",493.6905,88666,32,1992,2024,493.6905,11.63851,1.18338099255988,0.0935181226657875,35.21019,2.172438,0.6774084109999999,37.48832
03039000,train,05,PA,"Crooked Creek at Crooked Creek Dam, PA",720.5967,10917,15,2010,2024,720.5967,11.53981,1.19636983357,0.0935970947002625,35.90763,2.542145,0.676129677,37.04907
03040000,train,05,PA,"Stonycreek River at Ferndale, PA",1171.475,77769,29,1992,2024,1171.475,8.67988,1.30094608553904,0.123597915718419,41.57171,2.927497,0.64747781,40.72513
03041029,train,05,PA,"Conemaugh River at Minersville, PA",1747.217,73097,22,2002,2024,1747.217,9.180348,1.28799628144409,0.126182022940681,42.48063,3.379265,0.66258983,41.53772
03041500,train,05,PA,"Conemaugh River at Seward, PA",1863.592,85211,30,1992,2024,1863.592,9.574757,1.28119737550973,0.125288614865918,42.61901,3.547075,0.66929165,41.62277
03042000,train,05,PA,"Blacklick Creek at Josephine, PA",499.2651,76001,18,1992,2024,499.2651,8.333861,1.19765333347759,0.118663681954303,44.03831,5.22148,0.7077779200000001,41.7807
03042500,train,05,PA,"Two Lick Creek at Graceton, PA",440.8776,88724,33,1992,2024,440.8776,9.342268,1.15268846224118,0.107639311786798,41.65852,3.670768,0.64518516,39.90472
03044000,train,05,PA,"Conemaugh River at Tunnelton, PA",3525.936,10799,15,2010,2024,3525.936,9.713118,1.23844406952897,0.114545758334633,42.74677,3.638171,0.67817249,41.16764
03045000,train,05,PA,"Loyalhanna Creek at Kingston, PA",444.0222,84735,29,1992,2024,444.0222,12.57476,1.16759368033424,0.0986904043282557,43.58352,3.422251,0.7831534410000001,39.64028
03047000,train,05,PA,"Loyalhanna Creek at Loyalhanna Dam, PA",752.0112,28478,17,2008,2024,752.0112,10.84682,1.22807822306811,0.0851760212812363,43.64117,2.757987,0.6782452499999999,38.79134
03048500,train,05,PA,"Kiskiminetas River at Vandergrift, PA",4728.982,92181,33,1992,2024,4728.982,10.04097,1.23945750914173,0.104959635353647,42.53978,3.300189,0.677019117,40.34098
03049000,train,05,PA,"Buffalo Creek near Freeport, PA",357.1533,83130,24,1992,2018,357.1533,9.249433,1.25710387972484,0.0944553467776492,36.5181,2.469065,0.613428186,35.74354
03049800,train,05,PA,"Little Pine Creek near Etna, PA",14.8878,86690,27,1997,2024,14.8878,11.72966,1.37959037468797,0.0898642273903572,37.25993,1.778124,0.6520977044,35.09134
03050000,train,05,WV,"TYGART VALLEY RIVER NEAR DAILEY, WV",487.287,91343,27,1998,2024,487.287,21.12285,1.04076293106099,0.106515748093316,37.82031,2.857703,0.8744454810000001,33.69464
03052000,train,05,WV,"MIDDLE FORK RIVER AT AUDRA, WV",386.9613,93326,28,1997,2024,386.9613,17.47383,1.07629107023595,0.0830606956765207,36.63304,4.826044,0.91987578,30.01755
03052500,train,05,WV,"SAND RUN NEAR BUCKHANNON, WV",37.323,88433,25,1998,2024,37.323,12.61272,1.14151248323647,0.0592914339097039,41.4,1.6825,0.788304821,28.98015
03054500,train,05,WV,"TYGART VALLEY RIVER AT PHILIPPI, WV",2360.572,94003,27,1998,2024,2360.572,16.59869,1.0900029623476,0.082659118292817,37.23144,3.394083,0.830723184,31.03356
03056000,train,05,WV,"TYGART VALLEY R AT TYGART DAM NR GRAFTON, WV",3053.8,10770,15,2010,2024,3053.8,16.28578,1.10098346227683,0.0797748985412155,37.56165,3.067692,0.817136772,31.2587
03056250,train,05,WV,"THREE FORK CREEK NR GRAFTON, WV",250.515,93112,28,1997,2024,250.515,15.10931,1.18916550189843,0.0657626088630108,37.13061,2.013726,0.8162816770000001,32.09687
03057000,train,05,WV,"TYGART VALLEY RIVER AT COLFAX, WV",3514.229,2157,14,2011,2024,3514.229,16.14923,1.11363225880584,0.0775184721365314,37.60358,2.907328,0.8115900770000001,31.2588
03058000,train,05,WV,WEST FORK R BL STONEWALL JACKSON DAM NR WESTON,261.5526,27573,17,2008,2024,261.5526,17.31449,1.20060263321336,0.0473221321406259,37.04013,1.120419,0.8104736704,27.00372
03058500,train,05,WV,"W.F. RIVER AT BUTCHERVILLE, WV",489.7152,6579,11,1997,2024,489.7152,17.55465,1.20593989646645,0.0457879982417612,38.09457,1.033647,0.7776405845,26.61958
03061000,train,05,WV,"WEST FORK RIVER AT ENTERPRISE, WV",1985.226,95344,28,1997,2024,1985.226,16.48293,1.22787544604508,0.047922064108866,41.18259,1.323726,0.7339023547,26.83662
03061500,train,05,WV,"BUFFALO CREEK AT BARRACKVILLE, WV",300.1365,93183,27,1998,2024,300.1365,17.0509,1.26857763712859,0.0624475089310165,38.67726,1.165388,0.84384605799,27.7599
03062500,train,05,WV,"DECKERS CREEK AT MORGANTOWN, WV",163.7982,69164,22,2003,2024,163.7982,11.76009,1.19030922457451,0.0708611452813349,37.28778,4.152014,0.679705256,31.94057
03065000,train,05,WV,"DRY FORK AT HENDRICKS, WV",897.9021,90713,27,1998,2024,897.9021,20.49257,1.12040415658802,0.124787857962916,39.3836,3.335342,0.91062068,36.36673
03067510,train,05,WV,"SHAVERS FORK NR CHEAT BRIDGE, WV",154.6461,78962,21,2001,2024,154.6461,17.38071,1.03378539491154,0.142584638232365,42.04926,1.782419,0.9633065,37.07068
03069500,train,05,WV,"CHEAT RIVER NEAR PARSONS, WV",1856.853,92659,28,1997,2024,1856.853,18.74992,1.10184371294163,0.125623625183988,39.43739,3.93614,0.8958714000000001,36.20727
03069870,train,05,WV,"CHEAT RIVER AT HWY 50 NEAR ROWLESBURG, WV",2350.885,87563,12,1998,2009,2350.885,19.66449,1.09533223384756,0.118175216767796,38.46226,3.971858,0.89531548,36.146
03070500,train,05,WV,"BIG SANDY CREEK AT ROCKVILLE, WV",517.3794,83224,24,1998,2024,517.3794,10.57407,1.19663268186693,0.0813773872782826,40.79063,3.343806,0.7709639939999999,34.77938
03072000,train,05,PA,"Dunkard Creek at Shannopin, PA",588.3783,84757,31,1992,2024,588.3783,18.08525,1.32588086844796,0.063270964827592,41.93758,1.719198,0.8177719141,31.15982
03075905,train,05,MD,"CHERRY CREEK AT STATE PARK ROAD NEAR MCHENRY, MD",31.7025,24624,17,2008,2024,31.7025,4.246381,1.13578238155099,0.122567176210761,42.27942,4.40438,0.74353439,40.45516
03078000,train,05,MD,"CASSELMAN RIVER AT GRANTSVILLE, MD",161.4825,83879,29,1992,2024,161.4825,8.578729,1.22198915896934,0.123012647992464,41.16494,5.120072,0.7400250300000001,40.67218
03085500,train,05,PA,"Chartiers Creek at Carnegie, PA",666.8838,91651,34,1991,2024,666.8838,9.340736,1.42064139308612,0.0886492874566432,41.58343,1.993112,0.42984579682,36.40053
03090500,train,05,OH,Mahoning River bl Berlin Dam nr Berlin Center OH,645.7941,27540,17,2008,2024,645.7941,1.788965,1.44829602282625,0.0884692900965114,58.86738,1.410904,0.2893405259,35.11372
03091500,train,05,OH,Mahoning River at Pricetown OH,708.7518,95013,34,1991,2024,708.7518,1.732511,1.45594645514631,0.0874273628193988,58.68797,1.402704,0.2983522698,35.19725
03092460,train,05,OH,West Branch Mahoning River at Wayland OH,209.0214,10933,15,2010,2024,209.0214,1.863278,1.40113880583652,0.0926528401839174,58.80021,1.175431,0.4505395298,38.84417
03093000,train,05,OH,Eagle Creek at Phalanx Station OH,251.7975,88427,33,1991,2024,251.7975,1.803781,1.36936048081315,0.0931197713211123,56.20561,1.325883,0.48220529212,38.57011
03094000,train,05,OH,Mahoning River at Leavittsburg OH,1487.505,93205,34,1991,2024,1487.505,1.572731,1.42950108645099,0.0885641305630473,57.86428,1.344114,0.3732171566,36.83812
03095500,train,05,OH,Mosquito Creek bl Mosquito Ck Dam nr Cortland OH,245.4543,28142,17,2008,2024,245.4543,0.6155036,1.32046226518172,0.101485188673398,56.05801,1.114298,0.2988739344,34.75674
03097550,train,05,OH,Mahoning River at Ohio Edison P Plt at Niles OH,2201.038,76878,14,1991,2008,2201.038,1.401049,1.41314626114449,0.090069476903931,57.5183,1.317205,0.3505440969,36.76122
03098600,train,05,OH,Mahoning River below West Ave at Youngstown OH,2525.609,92157,29,1991,2024,2525.609,1.510814,1.42150526241466,0.0897786271272655,57.53416,1.360609,0.3339759756,36.89858
03099500,train,05,OH,Mahoning River at Lowellville OH,2746.113,6579,12,2013,2024,2746.113,1.601484,1.4230697990638,0.0895195083214509,57.54353,1.422972,0.3273360661,36.94053
03101500,train,05,PA,"Shenango River at Pymatuning Dam, PA",420.1992,96042,33,1992,2024,420.1992,1.08765,1.2845783821933,0.10823660398757,59.98988,1.377124,0.3303857733,34.91029
03102850,train,05,PA,"Shenango River near Transfer, PA",870.5376,86682,34,1991,2024,870.5376,2.153866,1.31067153653676,0.104010056182957,59.97134,1.718338,0.379132237,37.02176
03105500,train,05,PA,"Beaver River at Wampum, PA",5752.941,92591,33,1991,2024,5752.941,2.338058,1.38636851477282,0.09302886236531,58.57463,1.516437,0.3580938785,37.34027
03106000,train,05,PA,"Connoquenessing Creek near Zelienople, PA",921.4443,83297,33,1991,2024,921.4443,7.770879,1.35654985341102,0.0969900054123551,45.51829,3.018459,0.526174787,36.50129
03106300,train,05,PA,"Muddy Creek near Portersville, PA",132.7041,82130,27,1991,2024,132.7041,7.258006,1.33432955531712,0.0990579009216194,51.82545,3.881272,0.636694674,37.97853
03106500,train,05,PA,"Slippery Rock Creek at Wurtemburg, PA",1043.36,86561,32,1991,2024,1043.36,5.479506,1.30554389695655,0.100046979888948,55.72927,2.807403,0.577597173,39.24538
03107500,train,05,PA,"Beaver River at Beaver Falls, PA",8034.329,87647,29,1992,2024,8034.329,3.628455,1.37335439195918,0.0929231223461279,55.83978,1.854919,0.4112864009999999,37.49397
03108000,train,05,PA,"Raccoon Creek at Moffatts Mill, PA",463.4865,88290,33,1991,2024,463.4865,9.453182,1.37690534428999,0.0896522061725538,40.01996,2.143667,0.6346864183,38.15134
03109500,train,05,OH,Little Beaver Creek near East Liverpool OH,1304.177,86731,33,1991,2024,1304.177,6.030716,1.42734554872843,0.0904320128760358,50.4245,2.065475,0.4509615195,36.24671
03110000,train,05,OH,Yellow Creek near Hammondsville OH,381.4083,85706,31,1991,2024,381.4083,10.55674,1.40597978465738,0.0717237870897848,40.08759,2.221235,0.7164023264399999,39.3653
03110830,train,05,WV,"KINGS CREEK AT WEIRTON, WV",126.7794,64923,22,2003,2024,126.7794,9.319325,1.37542230002659,0.0839525606639226,37.10131,1.486943,0.7155026710999999,38.92128
03111500,train,05,OH,Short Creek near Dillonvale OH,318.8142,87972,33,1991,2024,318.8142,8.874027,1.46017720683402,0.0611090168582795,46.89528,1.582962,0.53803379214,40.48494
03115400,train,05,OH,Little Muskingum River at Bloomfield OH,544.2678,87358,28,1996,2024,544.2678,13.33347,1.3967631797327,0.0478963960964287,37.76053,0.831957,0.8195428611,30.13935
03115973,train,05,OH,Schocalog Run at Copley Junction OH,9.0279,67002,17,1992,2012,9.0279,1.90708,1.48266684266713,0.0781174046388986,55.76177,3.333416,0.08433855,43.36686
03117000,train,05,OH,Tuscarawas River at Massillon OH,1336.8,90542,34,1991,2024,1336.8,2.39481,1.45096133205179,0.0768700795670085,58.09758,1.884693,0.191383367,43.5248
03118000,train,05,OH,Middle Branch Nimishillen Creek at Canton OH,116.2062,89253,31,1991,2024,116.2062,1.5854,1.39341646541065,0.0915514480633535,57.94238,1.978838,0.1176520569999999,42.39497
03118500,train,05,OH,Nimishillen Creek at North Industry OH,453.5037,93484,34,1991,2024,453.5037,2.154598,1.4174349509411,0.0875150065621807,57.22076,2.307691,0.1251774172999999,42.48074
03124500,train,05,OH,Sugar Creek at Strasburg OH,803.0898,88460,30,1991,2024,803.0898,5.227337,1.43245412673193,0.0695322073486361,57.04617,1.788064,0.19866482139,39.0581
03129000,train,05,OH,Tuscarawas River at Newcomerstown OH,6319.039,92364,34,1991,2024,6319.039,6.289889,1.43723317382514,0.0691968698821933,53.70488,2.026308,0.3964862777,39.81602
03139000,train,05,OH,Killbuck Creek at Killbuck OH,1202.849,90699,34,1991,2024,1202.849,4.910094,1.42890534194659,0.0678557062461217,57.63094,1.541233,0.2930746689,39.55155
03140000,train,05,OH,Mill Creek near Coshocton OH,70.3458,86086,31,1991,2024,70.3458,8.178627,1.42964764387662,0.0662084766334348,54.96355,1.246145,0.4092653487,38.13462
03140500,train,05,OH,Muskingum River near Coshocton OH,12559.69,90939,34,1991,2024,12559.69,5.697937,1.41746192313427,0.0698344938107015,55.35107,1.849498,0.3848162331999999,38.63968
03142000,train,05,OH,Wills Creek at Cambridge OH,1051.428,91702,32,1991,2024,1051.428,9.165436,1.49152234799412,0.0489607845736816,45.32467,1.104665,0.62033310688,33.74625
03144000,train,05,OH,Wakatomika Creek near Frazeysburg OH,363.4146,84840,31,1992,2024,363.4146,7.143577,1.40157194601485,0.0678961830998535,57.14105,1.788479,0.55884440161,36.89221
03144500,train,05,OH,Muskingum River at Dresden OH,15505.69,9788,15,2010,2024,15505.69,6.282834,1.42671197524323,0.0654748147162726,54.38219,1.776647,0.4261065787999999,38.00577
03145483,train,05,OH,Raccoon Creek near Granville OH,205.7877,24310,14,2008,2024,205.7877,1.697208,1.41371310518041,0.0583964626816573,59.42756,1.096411,0.247234916,27.46799
03146500,train,05,OH,Licking River near Newark OH,1395.075,88284,33,1991,2024,1395.075,2.389107,1.40052078475876,0.0603204545675115,58.08913,1.311346,0.25957059224,30.51973
03149500,train,05,OH,Salt Creek near Chandlersville OH,196.1424,77131,22,2001,2024,196.1424,6.101616,1.45702364339452,0.0541068541025923,50.90789,0.9653594,0.450022021,33.99371
03150000,train,05,OH,Muskingum River at McConnelsville OH,19210.13,68131,22,1991,2024,19210.13,6.088116,1.42741121066899,0.0641921975087335,54.41616,1.692421,0.4300387168,37.00699
03151400,train,05,WV,"L KANAWHA RIVER NR WILDCAT, WV",290.7306,92561,27,1998,2024,290.7306,19.46049,1.04599532613347,0.0664709197593191,34.79629,5.237854,0.908053067,28.84549
03155000,train,05,WV,"LITTLE KANAWHA RIVER AT PALESTINE, WV",3924.7,94051,28,1997,2024,3924.7,18.32353,1.27275154688755,0.0452654352214886,38.67699,1.242699,0.8813333110000001,24.84255
03157000,train,05,OH,Clear Creek near Rockbridge OH,228.8763,85745,29,1991,2024,228.8763,5.715297,1.49344079825877,0.056238482009025,53.77427,1.893192,0.3792542303,31.9958
03157500,train,05,OH,Hocking River at Enterprise OH,1194.712,88073,34,1991,2024,1194.712,5.636412,1.46276454791867,0.0557312518143762,53.19759,1.947608,0.4096853007,32.94735
03158200,train,05,OH,Monday Creek at Doanville OH,294.9831,87086,17,1998,2014,294.9831,9.619338,1.48607975957198,0.0548212366119855,46.03294,2.197356,0.8370936861299999,32.08225
03159500,train,05,OH,Hocking River at Athens OH,2447.092,88377,29,1994,2024,2447.092,7.301953,1.47629367132396,0.0543890665214863,49.25489,2.047343,0.5854146065,32.41971
03159540,train,05,OH,Shade River near Chester OH,400.851,86801,32,1991,2024,400.851,8.460286,1.49204040007028,0.0424078087967047,49.75053,0.9404526,0.6526460161,28.88128
03161000,train,05,NC,"SOUTH FORK NEW RIVER NEAR JEFFERSON, NC",527.8624,89953,35,1989,2024,527.8624,17.01855,1.06118221850542,0.0494294925196312,56.10952,2.91006,0.67761644,58.34722
03164000,train,05,VA,"NEW RIVER NEAR GALAX, VA",2952.736,92158,32,1991,2024,2952.736,16.24605,1.21262400321219,0.0476807128179266,55.53771,3.190368,0.66468917,58.54705
03165000,train,05,VA,"CHESTNUT CREEK AT GALAX, VA",101.9961,91822,34,1991,2024,101.9961,9.565039,1.33441572697122,0.0326551938810056,51.09103,3.296947,0.4888069,61.71142
03165500,train,05,VA,"NEW RIVER AT IVANHOE, VA",3496.531,94991,28,1996,2024,3496.531,15.5226,1.23878571168191,0.045924594875674,54.45129,3.338437,0.65336878,58.59035
03167000,train,05,VA,"REED CREEK AT GRAHAMS FORGE, VA",668.9571,93359,33,1992,2024,668.9571,12.00169,1.5143583011127,0.044768872512271,45.00861,2.50293,0.51330851,51.11784
03168000,train,05,VA,"NEW RIVER AT ALLISONIA, VA",5728.39,94536,34,1991,2024,5728.39,14.34793,1.30367316525249,0.0473166181808174,51.14853,3.286877,0.62175493,56.53653
03170000,train,05,VA,"LITTLE RIVER AT GRAYSONTOWN, VA",794.6403,93720,34,1991,2024,794.6403,11.03891,1.43826680328017,0.0546401156065314,52.67532,3.341691,0.6070022,49.92704
03171000,train,05,VA,"NEW RIVER AT RADFORD, VA",7167.697,95949,34,1991,2024,7167.697,13.62096,1.34220737390143,0.0490716291658648,50.5009,3.213435,0.60916347,55.12091
03173000,train,05,VA,"WALKER CREEK AT BANE, VA",773.3151,94486,34,1991,2024,773.3151,16.48868,1.52355685630854,0.0595848686165822,43.92533,3.305687,0.7659323600000001,46.15439
03175500,train,05,VA,"WOLF CREEK NEAR NARROWS, VA",578.2518,94510,32,1991,2024,578.2518,20.82062,1.38595142681786,0.0564289002322455,39.80677,4.203762,0.73624515,46.75827
03176500,train,05,VA,"NEW RIVER AT GLEN LYN, VA",9781.729,95806,34,1991,2024,9781.729,14.46987,1.38441246145659,0.0513677387657207,48.75643,3.257912,0.63352134,52.80593
03177710,train,05,VA,"BLUESTONE RIVER AT FALLS MILLS, VA",114.8751,53681,26,1991,2024,114.8751,15.88917,1.36801944783451,0.056293140516843,46.99425,2.35157,0.508763027,47.72908
03179000,train,05,WV,"BLUESTONE RIVER NEAR PIPESTEM, WV",1024.424,93470,28,1997,2024,1024.424,16.24483,1.49405856020637,0.0593276628014743,40.35446,2.190993,0.67530659,43.64765
03182500,train,05,WV,"GREENBRIER RIVER AT BUCKEYE, WV",1364.974,92393,27,1998,2024,1364.974,19.63964,1.2561407593899,0.106873412076929,37.03728,3.648582,0.89519582,39.07135
03183500,train,05,WV,"GREENBRIER RIVER AT ALDERSON, WV",3547.473,94598,27,1998,2024,3547.473,18.0926,1.35887342707667,0.0860861464752068,37.84447,3.805888,0.8321437199999999,40.03417
03184000,train,05,WV,"GREENBRIER RIVER AT HILLDALE, WV",4225.824,94245,28,1997,2024,4225.824,17.86947,1.3697898164233,0.0842198336189131,38.23171,3.675942,0.82178027,39.55733
03185000,train,05,WV,"PINEY CREEK AT RALEIGH, WV",136.674,68879,22,2003,2024,136.674,14.15002,1.40228139899244,0.0632874573096866,34.70537,5.203546,0.6443302230000001,40.25579
03185400,train,05,WV,"NEW RIVER AT THURMOND, WV",17348.47,95414,28,1997,2024,17348.47,16.0076,1.4024531346329,0.0580575726875135,44.2427,3.281477,0.69808097,47.20903
03186500,train,05,WV,"WILLIAMS RIVER AT DYER, WV",329.6805,90878,26,1998,2024,329.6805,22.40716,1.02253426694897,0.111745024652346,40.76811,2.515414,0.9685428,35.58139
03187500,train,05,WV,"CRANBERRY RIVER NEAR RICHWOOD, WV",207.415,90562,27,1998,2024,207.415,21.55657,1.03407992429386,0.0909805664925162,39.3938,2.954435,0.9763976,35.07677
03190400,train,05,WV,"MEADOW RIVER NEAR MT. LOOKOUT, WV",944.6616,91068,13,1997,2009,944.6616,16.69464,1.22235221258616,0.0867370454830383,35.55133,4.518281,0.859416279,33.11631
03191500,train,05,WV,"PETERS CREEK NEAR LOCKWOOD, WV",104.7309,67882,22,2003,2024,104.7309,22.0844,1.23689884183912,0.0454269731538493,41.48027,1.726188,0.8485057089,33.0
03193000,train,05,WV,"KANAWHA RIVER AT KANAWHA FALLS, WV",21702.95,96114,28,1997,2024,21702.95,16.68649,1.35004980146378,0.0597088148843355,42.94114,3.417236,0.73232229,44.48992
03194700,train,05,WV,"ELK RIVER BELOW WEBSTER SPRINGS, WV",689.0697,94428,28,1997,2024,689.0697,27.14196,1.04960537260191,0.106309772510758,39.38579,3.504583,0.94620141,34.6028
03197000,train,05,WV,"ELK RIVER AT QUEEN SHOALS, WV",2950.136,95752,28,1997,2024,2950.136,24.30948,1.15248130068415,0.0543510050121469,41.12876,2.974426,0.917266067,32.28188
03198500,train,05,WV,"BIG COAL RIVER AT ASHFORD, WV",1013.508,94930,27,1998,2024,1013.508,29.31365,1.28290914748792,0.0422079457827514,44.30993,5.157949,0.818686268,37.84019
03200500,train,05,WV,"COAL RIVER AT TORNADO, WV",2223.267,93952,28,1997,2024,2223.267,28.98779,1.30272543460509,0.0407111099669962,44.92792,5.199988,0.830267392,37.23652
03201405,train,05,WV,"HURRICANE CREEK AT HURRICANE, WV",72.6048,91725,26,1999,2024,72.6048,10.89792,1.44231160481272,0.0345877739011658,42.43883,0.8540415,0.69819759,30.38653
03201902,train,05,OH,Raccoon Creek near Bolins Mills OH,530.1495,64987,17,2003,2019,530.1495,8.744614,1.4830146326238,0.0497893479219388,43.59661,2.147364,0.78436819279,29.59619
03201980,train,05,OH,Little Raccoon Creek near Ewington OH,256.6818,87542,20,1999,2019,256.6818,7.204161,1.4886342560863,0.0438176438404182,43.75908,1.525629,0.6837328489,30.10478
03202000,train,05,OH,Raccoon Creek at Adamsville OH,1516.253,87289,33,1992,2024,1516.253,8.080958,1.48495687354928,0.0442815169637244,44.06657,1.655669,0.7072465954,29.7123
03202400,train,05,WV,"GUYANDOTTE RIVER NEAR BAILEYSVILLE, WV",792.7677,95063,27,1998,2024,792.7677,23.58013,1.39979228077611,0.0495910187904576,42.11729,3.120615,0.85391433,42.79132
03203600,train,05,WV,"GUYANDOTTE RIVER AT LOGAN, WV",2158.022,95900,27,1998,2024,2158.022,29.58146,1.34421513846316,0.043021457767881,44.24663,4.022115,0.85074824,41.85805
03205470,train,05,OH,Symmes Creek at Aid OH,778.3686,79867,22,2002,2024,778.3686,9.103691,1.47549918741017,0.0424709370891257,44.96651,1.480891,0.638853465,27.21322
03206600,train,05,WV,"EAST FORK TWELVEPOLE CREEK NEAR DUNLOW, WV",99.585,94383,27,1997,2024,99.585,23.81073,1.37994169800158,0.0380213927730255,39.4,3.2715,0.844970608,31.26278
03207800,train,05,VA,"LEVISA FORK AT BIG ROCK, VA",768.5802,93781,34,1991,2024,768.5802,30.24282,1.44081783234414,0.0398517440825162,45.42974,2.814593,0.858303128,37.67477
03208500,train,05,VA,"RUSSELL FORK AT HAYSI, VA",740.8935,91207,34,1991,2024,740.8935,25.93214,1.45871155525854,0.0327847602381011,43.47083,3.154495,0.819970424,35.51933
03208950,train,05,VA,"CRANES NEST RIVER NEAR CLINTWOOD, VA",171.9225,89996,33,1991,2024,171.9225,23.76782,1.49179865509109,0.0366738180502875,43.49682,3.246678,0.72426119,35.5217
03209000,train,05,VA,"POUND RIVER BELOW FLANNAGAN DAM NEAR HAYSI, VA",572.2452,96191,34,1991,2024,572.2452,21.53651,1.45877116713759,0.0370545433003428,43.36769,3.111246,0.724375166,34.77137
03212750,train,05,WV,"TUG FORK AT WELCH, W. VA.",450.7983,89826,25,1998,2024,450.7983,26.81042,1.45248125878291,0.0426799480913465,44.04024,2.898234,0.854072833,44.94318
03212980,train,05,WV,"DRY FORK AT BEARTOWN, W. VA.",542.3211,92172,26,1998,2024,542.3211,27.59617,1.45458579531325,0.0400420533885641,43.28981,2.641247,0.87835944,45.53089
03214500,train,05,KY,"TUG FORK AT KERMIT, WV",3309.055,94102,27,1998,2024,3309.055,30.18009,1.43584201004313,0.035753721225148,42.04155,3.39332,0.8228552910000001,39.56782
03219500,train,05,OH,Scioto River near Prospect OH,1469.508,86490,34,1991,2024,1469.508,0.3949813,1.5339818274574,0.0633930346545441,59.99522,0.6834274,0.06355819603,25.46167
03220000,train,05,OH,Mill Creek near Bellepoint OH,463.9194,83166,30,1991,2024,463.9194,0.8555443,1.55853182542652,0.0542121849036269,59.98651,0.563936,0.123730735,27.6497
03221000,train,05,OH,Scioto River below O Shaughnessy Dam nr Dublin OH,2549.06,91808,34,1991,2024,2549.06,0.5274706,1.5429872584574,0.0603166181623385,59.68526,0.6721631,0.07477626993,25.48541
03225500,train,05,OH,Olentangy River near Delaware OH,1019.562,96329,34,1991,2024,1019.562,0.5275966,1.46653308436285,0.0697488789231206,59.49487,0.6360317,0.145047844,22.80472
03226800,train,05,OH,Olentangy River near Worthington OH,1278.311,91523,28,1997,2024,1278.311,0.689329,1.48784180982388,0.0639108295712131,59.44837,0.6362164,0.152365144,22.58634
03227500,train,05,OH,Scioto River at Columbus OH,4205.12,86065,31,1992,2024,4205.12,0.6151113,1.52995602248466,0.0596565535906822,59.42493,0.7061442,0.0945294171,24.36971
03228300,train,05,OH,Big Walnut Creek at Sunbury OH,262.8486,81141,29,1991,2024,262.8486,1.015109,1.48265999251801,0.0591555143402276,58.02509,0.7673843,0.26758404214,24.2547
03228500,train,05,OH,Big Walnut Creek at Central College OH,490.9968,94422,34,1991,2024,490.9968,1.13661,1.47730832711526,0.0575123101457597,57.40285,0.8038461,0.25128862808,23.6221
03228750,train,05,OH,Alum Creek near Kilbourne OH,169.9686,70966,19,2003,2024,169.9686,0.8320782,1.46406844936188,0.0697661514554821,59.90314,0.7522644,0.233153636,22.56515
03228805,train,05,OH,Alum Creek at Africa OH,325.5012,92372,32,1991,2024,325.5012,1.018156,1.50631078426606,0.0559581329129702,58.89729,0.871505,0.2404829335,22.2888
03229500,train,05,OH,Big Walnut Creek at Rees OH,1424.002,89980,34,1991,2024,1424.002,0.993095,1.49630336109376,0.0557875453418421,57.45406,0.8970995,0.2032177207,23.88811
03229796,train,05,OH,Walnut Creek at Ashville OH,704.7171,34005,15,2008,2023,704.7171,1.164575,1.47150313270392,0.0550007072476912,58.8183,1.414472,0.13734659914,30.91896
03230450,train,05,OH,Hellbranch Run near Harrisburg OH,96.9939,88465,31,1993,2024,96.9939,0.2994129,1.60364588738496,0.0487363221909445,60.0,0.8832898,0.0536971914,24.49254
